sha256,filename,file_size_mb,domain,confidence,priority_score,title,authors,year,publisher,is_book,r2_isbns,r2_ol_title,r2_ol_found,r2_classification_domain,r2_classification_confidence,r2_classification_method,r2_chars_extracted,r2_extractable,r2_has_toc,r2_content_fingerprint,reclassified_as_book,duplicate_group,r2_dedup_is_best_copy
b51f77d098ae4bc338911b407ab8239902efe780389d21a9d33eec7863862952,"Serverless_Architectures_on_AWS,_Second_ (4).pdf",15.63,software_engineering,low,30,"Serverless_Architectures_on_AWS,_Second: (4)",Peter Sbarski; Yan Cui; Ajay Nair,,,True,9781617295423; 9781617295,,,software_engineering,low,claude_code,3683,True,False,cd67ef14c3ec0f0a,,,True
22e982d449170fcaaed0650c3113feb167c82dc45df68d90a30fd44df190671c,Software_Design_for_Python_Programmers 1.pdf,6.43,software_engineering,low,30,Software_Design_for_Python_Programmers 1,Ronald Mak,,,True,9781633439498; 9781633439,,,software_engineering,low,claude_code,5351,True,False,5ee9b969c3cd4ab8,,,True
4a954c40e0f51024f6868888d65e8703b0a235ac2234137ce417821ad72e0f3d,WIGsiamjma87.pdf,1.76,dynamical_systems,high,30,WIGsiamjma87,,,,True,,,,dynamical_systems,high,keyword_text,13982,True,False,d9ae2e4f230b886f,,,True
d365066c6550ceb5c5c44fe65065af11f029b23ea5c43cb0a4121c931b336d72,"(Graduate student series in physics) Mikio Nakahara-Geometry, topology, and physics-Institute of Physics Publishing (2003)-2.pdf",5.0,topology_geometry,medium,30,"Mikio Nakahara-Geometry, topology, and physics-Institute of Physics Publishing",,2003,,True,,,,topology_geometry,medium,claude_code,3673,True,True,bc398292a9be9725,,,True
36248a83ee044c81f4582a71c5c0f192d4e5cf9fa7ec2fe4068f4b62eeae38ab,"(Understanding Complex Systems) Bernd Krauskopf, Bernd Krauskopf, Hinke M. Osinga, Jorge Galan-Vioque - Numerical Continuation Methods for Dynamical Systems_ Path Following and Boundary Value Problems.pdf",17.34,dynamical_systems,high,30,"Bernd Krauskopf, Bernd Krauskopf, Hinke M. Osinga, Jorge Galan-Vioque - Numerical Continuation Methods for Dynamical Systems: Path Following and Boundary Value Problems",,,,True,9781402063558; 9781402063565,,,,,,8249,True,False,b3be7c09670e067b,,,True
4a3bafb23bbc3f94030afbe0b44980dafb2d96070b47c3cc7dd3179cefd12b0e,135-Elements of Set Theory-Enderton.pdf,9.73,mathematics,medium,30,135-Elements of Set Theory-Enderton,Profesor,,,True,,,,mathematics,medium,claude_code,9685,True,True,bba36d99b24bd0eb,,,True
a851087dc7cf96481812116f089b6f564accb2760224588099be2f59b9b759c9,2015 Carlo Barenghi.pdf,1.37,unclassified,unclassified,30,2015 Carlo Barenghi,Carlo Barenghi,2015,,True,,,,,,,7453,True,True,1bb8b04b938eb355,,,True
d7bb90b3bf898499077948d3e3a6b468d330fd9003c6ef2424a5cd7d2b11ce55,2016_Book_IntroductionToPlasmaPhysicsAnd.pdf,12.31,unclassified,unclassified,30,2016_Book_IntroductionToPlasmaPhysicsAnd,,,,True,9783319223087; 9783319223094,,,,,,1832,True,False,888ddd34cdc6ef89,,,True
c53f33f50c07f030a328d00a2024b2cc53c38898188198b9c0a4d05f4622e806,2017-Subaru-Impreza-Multimedia-System-Manual.pdf,17.24,unclassified,unclassified,30,2017-Subaru-Impreza-Multimedia-System-Manual,,2017,,True,,,,,,,3262,True,True,f43e9cdd4922fab3,,,True
7962d567defa06811cb09c8d06643673c8e52da9657810be86eef0fb0c70dcb0,2017_Book_MathematicsOfEpidemicsOnNetwor.pdf,16.72,mathematics,low,30,2017_Book_MathematicsOfEpidemicsOnNetwor,,,,True,9783319508047; 9783319508061,,,,,,3321,True,False,64e18c13f176be29,,,True
46da6ed9b508abceadc4fdfa82940a909002dc6b91df829f78f8303d86aee6c8,2017_Book_TemporalNetworkEpidemiology.pdf,17.42,biology_neuroscience,medium,30,2017_Book_TemporalNetworkEpidemiology,,,,True,9789811052866; 9789811052873,,,biology_neuroscience,medium,keyword_text,3136,True,False,71567b59bc9aaec4,,,True
ac643fb734df38dc40df9d58212430fd3fa333e96616c6bb00f325df479e7a4d,2019_Book_TemporalNetworkTheory.pdf,18.84,unclassified,unclassified,30,2019_Book_TemporalNetworkTheory,,,,True,9783030234942; 9783030234959,,,,,,4572,True,False,847eaf812cc60616,,,True
f5c121715e3277d88599532a308185d96c7bc483b85b2d8dad6551aaa41a7c12,2024 FRM Part II PE1 061724.pdf,1.85,finance,low,30,2024 FRM Part II PE1 061724,Philip Newmuis,2024,,True,,,,finance,low,claude_code,5312,True,True,33c5eea15d2aefdd,,,True
0bfdd8378ce3d1a3ef460a3d735330ba624a57130455099afc23f65bcb32ec68,2024 FRM Part II PE2 061724.pdf,1.81,finance,low,30,2024 FRM Part II PE2 061724,Philip Newmuis,2024,,True,,,,finance,low,claude_code,5275,True,True,45c2980caeffd33d,,,True
f994d23b573e8880017c6c9cc182010994daa2d9a4e1d9071fce504d68395156,A Course in Mathematical Logic (Yu. I. Manin).pdf,23.84,mathematics,medium,30,A Course in Mathematical Logic (Yu. I. Manin),,,,True,9781475743876; 9781475743852,,,mathematics,medium,claude_code,1479,True,False,cfe06ae457eaf363,,,True
b3f5be5c75da5d30ed24bbc40bdc606ef4fb91545f042bb7eebcdec34978536c,A Course in Simple-Homotopy Theory (Marshall M. Cohen).pdf,9.72,topology_geometry,low,30,978-0-387-90055-1_Book_PrintPDF.pdf,halbulario,,,True,9780387900551; 9781468493726,,,,,,668,True,False,0aada7fa8cb17e7d,,,True
172bacbd331cb9e579feba0ed302226a59940520e6fd46e9ce852c200acce4b2,A First Course in Analysis (George Pedrick).pdf,28.13,mathematics,medium,30,A First Course in Analysis (George Pedrick),,,,True,9781461264354; 9781441985545,,,mathematics,medium,keyword_text,4237,True,False,366b76fd68415d6d,,,True
c6982da69d7c8b66a7d578ea9ce4f0035e8bf2114f6b7f2a8cae2652612e845b,AI_Agents_and_Applications_v6_MEAP (1).pdf,24.83,rag_llm,medium,30,AI_Agents_and_Applications_v6_MEAP (1),Roberto Infante,,,True,,,,rag_llm,medium,keyword_text,3669,True,True,c83cdfd996dd792a,,,True
f4fca3fcc39decfe0dc1ca8336929e416f748cd351e9c0b7f3ee00d9e0bff83e,AI_Agents_and_Applications_v8_MEAP.pdf,25.33,rag_llm,medium,30,AI_Agents_and_Applications_v8_MEAP,Roberto Infante,,,True,,,,rag_llm,medium,keyword_text,3735,True,True,0ab1e1b4ed64e659,,,True
5c1960f6d372c9a605c0957da26476031412630e51873e375dc49683468170cf,Additive Number Theory (Melvyn B. Nathanson).pdf,15.26,algebra,medium,30,Additive Number Theory (Melvyn B. Nathanson),,,,True,9781441928481; 9781475738452,,,algebra,medium,keyword_text,5619,True,False,f60f00e35fb2f25a,,,True
629d9cf45e0393e80d79ce35396b8ebaf96964d63e4880e88f7bf2e36c9aef6a,"Algebra,_the_easy_way.pdf",15.3,algebra,medium,30,"Algebra,_the_easy_way",,,,True,,,,algebra,medium,claude_code,25027,True,True,652d80f3ef3a2d9c,,,True
426ee8b590fd6364dac7d9d00d831e9dbcd299f4a837245bfc00ee5796256b23,Basic Topology (M. A. Armstrong).pdf,22.2,mathematics,medium,30,Basic Topology (M. A. Armstrong),,,,True,9781441928191; 9781475717938,,,mathematics,medium,keyword_text,4653,True,False,9319fd6030d4c9e4,,,True
dacef672a7cd1a57d62fbaecd12d05565f2d200cc4b288dd3a5c34c55da73838,Chaos An Interdisciplinary Journal of Nonlinear Science Volume 26 issue 8 2016 doi 101063_14961123 Koshel Konstantin V Ryzhov Eugene A -- Local parametric instability near elliptic points i.pdf,2.22,dynamical_systems,medium,30,Local parametric instability near elliptic points in vortex flows under shear deformation,Konstantin V. Koshel; Eugene A. Ryzhov,2016,,True,,,,dynamical_systems,low,claude_code,19163,True,True,2b2c508fa09d1eb2,,,True
dbe8c11ae764d70ae9864b74add2a2f2fea142290baf2b8bdb160d94c774e82f,Conics and Cubics (Robert Bix).pdf,25.45,mathematics,medium,30,Conics and Cubics (Robert Bix),,,,True,9781475729771; 9781475729757,,,mathematics,medium,keyword_text,4938,True,False,e0d273981cc17855,,,True
efd72a4c0ed3c21cc382655d5b658942318b85c7cb34b45146eb6c9329acd4b1,"David F. Parker MA, PhD, FRSE (auth.) Fields, Flows and Waves_ An Introduction to Continuum Models.pdf",6.51,mathematics,medium,30,"David F. Parker MA, PhD, FRSE (auth.) Fields, Flows and Waves: An Introduction to Continuum Models",4<8=8AB@0B>@,,,True,9781852337087; 9781447100195,,,mathematics,medium,keyword_text,7811,True,False,189d37750562b67b,,,True
8799deae21733c9e64322e612f137a8e9bf17fec0e691413eb73286abd9f5b3f,Differential Analysis on Complex Manifolds (R. O. Wells Jr.).pdf,20.83,algebra,medium,30,Differential Analysis on Complex Manifolds (R. O. Wells Jr.),,,,True,9781475739480; 9781475739466,,,algebra,medium,keyword_text,7640,True,False,9861f4895f4c311b,,,True
3e41c68e53b639da00f0039036964af61ab88ad4c70b41207c1e3044c66005dd,Everyday_Data_Visualization_v8_MEAP.pdf,76.41,data_science,low,30,Everyday_Data_Visualization_v8_MEAP,Desireé Abbott,,,True,,,,data_science,low,keyword_text,4313,True,True,04326486a13cbf59,,,True
772566f33f4152bf02dfb7ac89f72b434f9f357181f588b55297fbdf58bd8d62,"Evidence Based Physical Therapy - Fetters, Linda, Tilson, Julie [SRG].pdf",39.85,fitness,low,30,"Evidence Based Physical Therapy - Fetters, Linda, Tilson, Julie [SRG]",,,,True,9780803617162,,,fitness,low,claude_code,3264,True,False,a8cd30f429b74cd4,,,True
1cf623103405a5f29c4ebafe9489734f5fc2403171298f9f30672251db19eb4a,Foundations of Differentiable Manifolds and Lie Groups (Frank W. Warner).pdf,24.04,algebra,medium,30,Foundations of Differentiable Manifolds and Lie Groups (Frank W. Warner),,,,True,9781441928207; 9781475717990,,,algebra,medium,keyword_text,3908,True,False,ce7769ea985bdef7,,,True
d947679d1fa0c2355c8719ab14d7c022e8efb2282dbaa1dd16cfd5a812d45181,Geometric Functional Analysis and its Applications (Richard B. Holmes).pdf,31.29,analysis,low,30,Geometric Functional Analysis and its Applications (Richard B. Holmes),,,,True,9781468493719; 9781468493696,,,analysis,low,keyword_text,1384,True,False,06e0a90a3ccc6507,,,True
02ed9e821d9829c2cbb31047ea2d8ec035c8c138ef691dff9e93fa26285e3ba6,"Germund Dahlquist, Ake Bjorck Numerical Methods.pdf",14.78,numerical_methods,medium,30,"Germund Dahlquist, Ake Bjorck Numerical Methods",,,,True,,,,numerical_methods,medium,claude_code,82107,True,True,b545089e5cfd0779,,,True
68be83ccb15d96ed33519e9f7466e1dfbb41b356dd1f9f3441d963c5933d92c3,Graph_Neural_Networks_in_Action_v10_MEAP.pdf,31.69,deep_learning,low,30,Graph_Neural_Networks_in_Action_v10_MEAP,Keita Broadwater; Namid Stillman,,,True,,,,deep_learning,low,claude_code,5004,True,True,6536db92a3f8f1db,,,True
395bc7f3963f45f7b121dcb1acb04b1d3db2e89664f383e67d019993a816863e,Graph_Neural_Networks_in_Action_v8_MEAP.pdf,33.92,deep_learning,low,30,Graph_Neural_Networks_in_Action_v8_MEAP,Keita Broadwater; Namid Stillman,,,True,,,,deep_learning,low,keyword_text,4115,True,True,c18528ecc969bdeb,,,True
004059da1d7346aeb1d0a333453231b0ab95d843749f8549e0bda96e18d41a36,Graph_Neural_Networks_in_Action_v9_MEAP.pdf,35.51,deep_learning,low,30,Graph_Neural_Networks_in_Action_v9_MEAP,Keita Broadwater; Namid Stillman,,,True,,,,deep_learning,low,claude_code,4502,True,True,f6bf26f06c5b5e6a,,,True
4d7be84496850cce6f6e11fe7edfd6d1024f24d1ab18ed35c19f149718bf20a2,Grokking_Simplicity.pdf,20.0,unclassified,unclassified,30,Grokking_Simplicity,,,,True,9781617296208; 9781617296,,,,,,5055,True,False,7df735c78b317d2e,,,True
87c67b44ad0ac24cc85b76a349827ab7b5602d70f3c376af04a36f0a6c0460c7,Harmonic Analysis on Semigroups (Christian Berg Jens Peter Reus Christensen Paul Ressel).pdf,23.06,algebra,medium,30,Harmonic Analysis on Semigroups (Christian Berg Jens Peter Reus Christensen Paul Ressel),,,,True,9781461270171; 9781461211280,,,algebra,medium,keyword_text,4280,True,False,ad47f3b579c1a5b1,,,True
705665c9e0f8db7b67ec75449c78f061e56ee0da037577f87dae0af26ea2c16b,Introduction to Analytic Number Theory (Tom M. Apostol).pdf,19.11,mathematics,low,30,Introduction to Analytic Number Theory (Tom M. Apostol),,,,True,9781441928054; 9781475755794,,,mathematics,low,keyword_text,4758,True,False,e9e9b933ed99599b,,,True
183ff5676f0a3cc9aebf44cd8fdbc4b95235ff8457cc2ad90b647b65e0ac380c,Introduction-to-Applied-Nonlinear-Dynamical-Systems-and-Chaos.pdf,13.18,dynamical_systems,low,30,Introduction-to-Applied-Nonlinear-Dynamical-Systems-and-Chaos,,,,True,9781475740691; 9781475740677,,,dynamical_systems,low,keyword_text,3128,True,False,a8cae4a265fa9978,,,True
4c6d1fe970e6b8bfbe9ce755695fb1a7358d145c953c4b6231b1682b3efd4a8c,"Introduction_to_Generative_AI,_Second_Ed_v6_MEAP.pdf",23.79,rag_llm,low,30,"Introduction_to_Generative_AI,_Second_Ed_v6_MEAP",Numa Dhamani; Maggie Engler,,,True,,,,rag_llm,low,keyword_text,4796,True,True,d1a9010a3a069a18,,,True
1d360a3c671e454e0d01c4de0151afa9861b6411c675bc34fd816534c0be735c,"Kubernetes_in_Action,_Second_Edition_v16_MEAP (1).pdf",41.43,software_engineering,high,30,"Kubernetes_in_Action,_Second_Edition_v16_MEAP (1)",Marko Lukša; Kevin Conner,,,True,,,,software_engineering,high,keyword_text,3896,True,True,1bf1bc12f807cd45,,,True
a69fb3130534d303963e04e143140718aa9fb7baea0e098c3c4eb2c380047988,Lecture Notes on Elementary Topology and Geometry (I. M. Singer J. A. Thorpe).pdf,24.33,topology_geometry,low,30,Lecture Notes on Elementary Topology and Geometry (I. M. Singer J. A. Thorpe),,,,True,9781461573494; 9781461573470,,,,,,3385,True,False,d749d550fdd32cc0,,,True
8128f2029e9394c7d8a532697d3534e9e4b95028352cf224d4f0ccbb5d8ead0e,Lectures in Abstract Algebra (Nathan Jacobson).pdf,20.54,algebra,medium,30,Lectures in Abstract Algebra (Nathan Jacobson),,,,True,9781468470550; 9781468470536,,,,,,1469,True,False,ded0c36b692db766,,,True
a8392bb7bd2474ef4fdc69eb12bc5b9cfbd97432f67384e1b766503f4bc7be41,Lectures on the Hyperreals (Robert Goldblatt).pdf,33.81,deep_learning,low,30,Lectures on the Hyperreals (Robert Goldblatt),,,,True,9781461268413; 9781461206156,,,,,,5185,True,False,f32d76fa169f7462,,,True
01138d517338f1a483c643ea6ef371f7401d5a7d9703daa5a4e0ac989d21b328,Lectures on the Theory of Algebraic Numbers (Erich Hecke).pdf,20.14,algebra,low,30,Lectures on the Theory of Algebraic Numbers (Erich Hecke),,,,True,9781441928146; 9781475740929,,,,,,5158,True,False,8e6ba7652565db4e,,,True
ba382db109de8bd0d71d4d7acecf9e2877af5fa0dc80b7c3455a02020f755726,Linear Algebraic Groups (James E. Humphreys).pdf,24.77,algebra,low,30,Linear Algebraic Groups (James E. Humphreys),,,,True,9781468494457; 9781468494433,,,linear_algebra,low,keyword_text,1135,True,False,15f55523404356bc,,,True
34032fbff60d2c00a0c96ab2cfc2230fb53f07c7634092a93a7effe7f0c0dafc,Linear Topological Spaces (John L. Kelley Isaac Namioka W. F. Donoghue Jr. Kenneth R. Lucas B. J. Pettis Ebbe Thue Poulsen G. Baley Price Wendy Robertson W. R. Scott Kennan T. Smith).pdf,25.22,deep_learning,low,30,Linear Topological Spaces (John L. Kelley Isaac Namioka W. F. Donoghue Jr. Kenneth R. Lucas B. J. Pettis Ebbe Thue Poulsen G. Baley Price Wendy Robertson W. R. Scott Kennan T. Smith),,,,True,9783662417683; 9783662419144,,,,,,4199,True,False,c5d3ba134b308bc5,,,True
5d4dd14c687d78eeaae2d0f47f94552f1384eff104d6eda49645a038c3975cb1,Linear algebra (Friedberg).pdf,43.36,linear_algebra,medium,30,Linear algebra (Friedberg),,,,True,,,,linear_algebra,low,claude_code,65695,True,True,ee5a85a90d2e6d6a,,,True
43c24ec835b7ad38ee7a4c4a4263f1afc6d6b2812ed764a734980525db8db107,MathProgrammingIntro.pdf,3.33,unclassified,unclassified,30,MathProgrammingIntro,Leonid B. Shifrin,,,True,,,,,,,7058,True,True,96cd67aa39f68d4f,,,True
f4c3cbe746c5316ebebac0499ee174b31f1ef888c219ed62a2ff1935776e8008,Mathematical Expeditions (Reinhard Laubenbacher David Pengelley).pdf,28.72,mathematics,low,30,Mathematical Expeditions (Reinhard Laubenbacher David Pengelley),,,,True,9780387984339; 9781461205234,,,mathematics,low,keyword_text,3537,True,False,709a8656facbc4ca,,,True
929c24912aa2f43683f7f7e1989abb9ea296b087782ab81b3d8546992353d9ab,Mathematical Vistas (Peter Hilton Derek Holton Jean Pedersen).pdf,12.89,mathematics,medium,30,Mathematical Vistas (Peter Hilton Derek Holton Jean Pedersen),,,,True,9781441928672; 9781475736816,,,mathematics,medium,keyword_text,5018,True,False,cf6289996b300006,,,True
1677769ab053897ff4330fd0aa92d3a34235619aa2625c315ea79efec55becad,Metric Structures in Differential Geometry (Gerard Walschap).pdf,20.18,algebra,medium,30,Metric Structures in Differential Geometry (Gerard Walschap),,,,True,9781441919137; 9780387218267,,,algebra,medium,keyword_text,5496,True,False,321372558b4be0d7,,,True
ed82f0f3518cb10809c724df32e281644e88d4ed114193bd86f705d19a6f5e3d,Multiple Scattering in Solids (Antonios Gonis William H. Butler).pdf,22.99,unclassified,unclassified,30,Multiple Scattering in Solids (Antonios Gonis William H. Butler),,,,True,9781461270805; 9781461212904,,,,,,3967,True,False,936326a1c01a169f,,,True
465af05dae89f9bab63b99c5e3043466d2af067c9f37be300f059dd45061ce6e,OpenIntroStatFirst.pdf,13.43,statistics,low,30,OpenIntroStatFirst,,,,True,,,,statistics,low,claude_code,12093,True,True,9104de552b412e6c,,,True
0802484ce99d3e9a93a79409c20d4daf35c710aa3fdf0ab3d025edf2330734fd,PDEs.pdf,2.35,mathematics,low,30,PDE_Qual_for_web_without_some_p,Igor,,,True,,,,mathematics,low,claude_code,7941,True,True,a42ff788d8257a84,,,True
50eca6ab29196ac26fa1394908f918f7b36b6b71c7da8cb70a02d72860a5889b,Partial Differential Equations (Jeffrey Rauch).pdf,26.38,mathematics,medium,30,Partial Differential Equations (Jeffrey Rauch),,,,True,9781461269595; 9781461209539,,,mathematics,low,keyword_text,5171,True,False,cac23f847da23f17,,,True
22fbb8b270d73a19ccd9dbc3a4b073de7e42ea36dc382144185d652287a6102e,QuantumBook.pdf,24.11,unclassified,unclassified,30,QuantumBook,,,,True,,,,,,,6858,True,True,a0848cef3c113dbc,,,True
cee61f2bf2ef2f9d9c779d6007e822e4b11582311db0cefa19c7d66b7211af8e,ROS.pdf,16.52,machine_learning,medium,30,ROS,,,,True,,,,machine_learning,medium,keyword_text,8022,True,True,02b78dfcf7769ae2,,,True
b4e98b744f9b7b4fa24416ddef7b87aa8dc368c2af054a47261a1c8355533738,Rational Points on Elliptic Curves (Joseph H. Silverman John Tate).pdf,22.97,mathematics,low,30,Rational Points on Elliptic Curves (Joseph H. Silverman John Tate),,,,True,9781441931016; 9781475742527,,,mathematics,low,keyword_text,7292,True,False,f2c470f5d15a8b68,,,True
3db6b61bf5923685261cb3dc0ae1d6acb42a381994e35bcbbfd77cf8a267933c,RoPP_76_016001_2013 1.pdf,8.81,dynamical_systems,low,30,RoPP_76_016001_2013 1,J M Seoane; M A F Sanju19 an,,,True,,,,dynamical_systems,low,keyword_text,19160,True,True,07372324e3c05a80,,,True
76bac40fefe09b67f6856a1e97d70077d14d832b738b4fd25b40f49ee8a650a2,RoPP_76_016001_2013.pdf,9.07,dynamical_systems,low,30,RoPP_76_016001_2013,J M Seoane; M A F Sanju19 an,,,True,,,,dynamical_systems,low,keyword_text,17178,True,True,61a8cf69f1c3044a,,,True
7c40a7ed5431494c2e5de750ee0d2af6ae5793d2102e1de19cbc9e5f5eea794d,Roughgarden T - Algorithms illuminated. Part 3. Greedy algorithms and dynamic programming-Soundlikeyourself (2019).pdf,4.05,algorithms,medium,30,Algorithms illuminated. Part 3. Greedy algorithms and dynamic programming,Roughgarden T,2019,Soundlikeyourself,True,9780999282946; 9780999282953,,,,,,605,True,False,aa1207569598ed6a,,,True
f49167dab67be9ad0699e93eb4d2cfe21a9616cf8c06122755e8d95d929582af,Spinors in Physics (Jean Hladik).pdf,24.48,unclassified,unclassified,30,Spinors in Physics (Jean Hladik),,,,True,9781461271635; 9781461214885,,,,,,3687,True,False,1838be2c6bf7ca7f,,,True
bf32d8e4333de8adb1f0481e754aa51381b73650ef37136706840b2762ba630b,Spring 2024 ERM Case Study.pdf,2.09,unclassified,unclassified,30,Spring 2024 ERM Case Study,Kathy Wong,2024,,True,,,,,,,11613,True,True,00f9ddeeba6351bc,,,True
b78cad34ddaf0a3f32976fb30171d132885d4ebefe38fd321647f25e15ffec84,Stefan Kottwitz-LaTeX Cookbook_ Over 100 hands-on recipes to quickly prepare LaTeX documents of various kinds to solve challenging tasks-Packt Publishing 2015.pdf,5.88,unclassified,unclassified,30,Stefan Kottwitz-LaTeX Cookbook: Over 100 hands-on recipes to quickly prepare LaTeX documents of various kinds to solve challenging tasks-Packt Publishing 2015,,2015,,True,9781784395148,,,,,,2892,True,False,6d147a144b428b6e,,,True
1a426a404299db1af65a224279af2e0175cbbd41e900b64fdd5d1dccfe1a1909,StephenLynchDynamicalSystemswithApplicationBookZZorg.pdf,16.11,mathematics,low,30,StephenLynchDynamicalSystemswithApplicationBookZZorg,,,,True,,,,mathematics,low,keyword_text,4486,True,True,c69567c9b6b83dbc,,,True
b0dd2bbad56c065887d0b89f09276e47675a23d42599970d8e6b4e74254893fb,Temporal_Network_Epidemiology-Gorochowski_Richardson_2017.pdf,17.5,biology_neuroscience,medium,30,Temporal_Network_Epidemiology-Gorochowski_Richardson_2017,,,,True,9789811052866; 9789811052873,,,biology_neuroscience,medium,keyword_text,3240,True,False,ae4452774c165891,,,True
a10100f64a7775fae612e0ccb6e5d3a16413ecc219796678f8cf1b0e3333b95f,The Heritage of Thales (W. S. Anglin J. Lambek).pdf,18.94,unclassified,unclassified,30,The Heritage of Thales (W. S. Anglin J. Lambek),,,,True,9781461269069; 9781461208037,,,,,,4626,True,False,d036e728f14abf24,,,True
926234447338290262c5e4a6455948bbee178878edf151d826d3d03b366b28dc,The Physics of Quantum Fields (Michael Stone).pdf,30.29,unclassified,unclassified,30,The Physics of Quantum Fields (Michael Stone),,,,True,9781461267942; 9781461205074,,,,,,3798,True,False,fea005c54968b94a,,,True
ff1fe6c23ca34cec6a51d193a2be1e48b0ade4866f2bd82d07a7fcb787ed80f9,The Pleasures of Probability (Richard Isaac).pdf,22.52,unclassified,unclassified,30,The Pleasures of Probability (Richard Isaac),,,,True,9781461269120; 9781461208198,,,,,,3039,True,False,c2cc0b7309e8dc92,,,True
2a55451f3eef4d50572c8cf9f64f90ee150b71027490de78cc2b6b30a756a5af,Theory of Bergman Spaces (Haakan Hedenmalm Boris Korenblum Kehe Zhu).pdf,20.65,mathematics,medium,30,Theory of Bergman Spaces (Haakan Hedenmalm Boris Korenblum Kehe Zhu),,,,True,9781461267898; 9781461204978,,,mathematics,medium,keyword_text,5555,True,False,b1e05331c63c24e1,,,True
17bf1f7a6b5b11fdf6274627e319d4ee47eed7259c917ced833a76a6aa7e2b21,Topology of Surfaces (L. Christine Kinsey).pdf,21.05,mathematics,medium,30,Topology of Surfaces (L. Christine Kinsey),,,,True,9781461269397; 9781461208990,,,mathematics,medium,keyword_text,4823,True,False,b9737732bf18608f,,,True
0fa6d9fc3cc238abd57df5f45fb564826b2e22350c9815d983e8d8768b408d13,Vector Analysis (Klaus Janich).pdf,20.84,mathematics,medium,30,Vector Analysis (Klaus Janich),,,,True,9781441931443; 9781475734782,,,mathematics,medium,keyword_text,5225,True,False,f5532ac2ec16a4bd,,,True
1efbb0c0e34bbdd734a424e0a7da258084da1b8bd5da37f2e3162b1656cc8304,Weakly Differentiable Functions (William P. Ziemer).pdf,19.34,algebra,medium,30,Weakly Differentiable Functions (William P. Ziemer),,,,True,9781461210153,,,algebra,medium,keyword_text,4606,True,False,b3b90093f78ec4b4,,,True
a9109fb2363f2d9ba58b5e5f9a4d6836578dda86bd111254db772cb077c99a45,[Jaan_Kiusalaas]_Numerical_Methods_in_Engineering_(BookZZ.org).pdf,2.29,numerical_methods,medium,30,Numerical_Methods_in_Engineering_(BookZZ.org),Kiusalaas; Jaan,,,True,9781107033856,,,numerical_methods,medium,claude_code,1462,True,False,7f4e5eaae5c3d7de,,,True
148234ea31a23d9a687894e2b61e2c1ac87c6ba3cb62950f0d2109d2c0b6299a,"[Otto_Bretscher,_Kyle_Burke]_Instructor's_Solution(BookFi.org).pdf",3.91,linear_algebra,medium,30,Instructor's_Solution(BookFi.org),Roz  Katherine M,,,True,,,,linear_algebra,medium,keyword_text,4880,True,True,37e0469e6671422d,,,True
dd34ad0ebe790f1008bb82542fc22bd8534e590c56432d61ef96b8646c1b20df,"[Seymour_Lipschutz,_Marc_Lipson]_Schaums_Outline_o(BookZZ.org).pdf",4.03,mathematics,medium,30,Schaums_Outline_o(BookZZ.org),Seymour Lipschutz; Marc Lipson,,,True,9780071615877; 9780071615860,,,mathematics,medium,claude_code,3558,True,False,d0e263f590a6f1a9,,,True
f48b7d6c1526bd885d9e2e1ff1de94beaf197f431add397fafd4105a8fbc7b27,"[Yuli_Eidelman,_Vitali_Milman,_Antonis_Tsolomitis](BookZZ.org)-2.pdf",10.04,analysis,low,30,(BookZZ.org)-2,,,,True,,,,analysis,low,keyword_text,9761,True,True,06f3098514ec2385,,,True
868adc5f0ef6630366b122d88d691acfbe8339978b4ec3f38fca5e231f135791,book_2.pdf,11.13,unclassified,unclassified,30,book_2,,,,True,,,,,,,8998,True,True,6716bb077ede5471,,,True
64bd22b31936924e9b8d846dfda5225d3ecfefd5ad8e7baa3625507f88dc9fdc,experimentation_guide_digital 1.pdf,1.65,causal_inference,low,30,experimentation_guide_digital 1,Brandon Behring,,,True,,,,causal_inference,low,keyword_text,11608,True,True,1950db775ee5ffbb,,,True
05d3eb45f191238956a9f3236d814db2040c918a23feebd0ccd22a2cd8eb21f0,experimentation_guide_digital.pdf,1.15,causal_inference,low,30,experimentation_guide_digital,Brandon Behring,,,True,,,,causal_inference,low,keyword_text,1991,True,True,df2f5e1b9c0aca72,,,True
b9c419bc3f75269534e7ee995c4038ac5bb19ee3b30d9d2cf693c00d93b2f6af,experimentation_guide_digital_2.pdf,2.42,causal_inference,low,30,experimentation_guide_digital_2,Brandon Behring,,,True,,,,causal_inference,low,keyword_text,18092,True,True,ef60dfd907040786,,,True
19d0e6af9791ab409d647f388c26221a3230eec7d1cb37abc966ab0068c90f5c,genai_llm_guide_digital.pdf,1.27,interview_prep,low,30,genai_llm_guide_digital,Brandon Behring,,,True,,,,rag_llm,low,keyword_text,11581,True,True,b19bddb2cb911bf5,,,True
56c159b06bb866b599b950b4e3c37ce90e7aecf63a94e09703e3296bef49bfa7,main 13.pdf,39.86,dynamical_systems,low,30,main 13,,,,True,,,,dynamical_systems,low,keyword_text,15008,True,True,6c52cbdb998c805f,,,True
dee1937711f3050e25935a5f4801898b35c333f820fc3af2f6735acb2c8fe6a3,ode.pdf,3.91,dynamical_systems,high,30,Ordinary Differential Equations and Dynamical Systems,Gerald Teschl,,,True,,,,mathematics,low,keyword_text,3172,True,True,a82fa0062df2d951,,,True
